,Owner,Team,League,Recipient,Amount,Election Year,Party
249,Charles Johnson,San Francisco Giants,MLB,ZELDIN FOR CONGRESS,5600,2020,Republican
250,Charles Johnson,San Francisco Giants,MLB,CARLOS CURBELO CONGRESS,5400,2016,Republican
251,Charles Johnson,San Francisco Giants,MLB,CARSON AMERICA,5400,2016,Republican
252,Charles Johnson,San Francisco Giants,MLB,FRIENDS OF FRANK GUINTA,5400,2016,Republican
253,Charles Johnson,San Francisco Giants,MLB,FRIENDS OF JOE HECK,5400,2016,Republican
254,Charles Johnson,San Francisco Giants,MLB,FRIENDS OF PAT TOOMEY,5400,2016,Republican
255,Charles Johnson,San Francisco Giants,MLB,GERSON FOR CONGRESS,5400,2016,Republican
256,Charles Johnson,San Francisco Giants,MLB,HOEVEN FOR SENATE,5400,2016,Republican
257,Charles Johnson,San Francisco Giants,MLB,MARCO RUBIO FOR SENATE 2016,5400,2016,Republican
258,Charles Johnson,San Francisco Giants,MLB,MCSALLY FOR CONGRESS,5400,2016,Republican
259,Charles Johnson,San Francisco Giants,MLB,PAUL CHABOT CONGRESS,5400,2016,Republican
260,Charles Johnson,San Francisco Giants,MLB,RON DESANTIS FOR FLORIDA,5400,2016,Republican
261,Charles Johnson,San Francisco Giants,MLB,RON JOHNSON FOR SENATE INC,5400,2016,Republican
262,Charles Johnson,San Francisco Giants,MLB,STUTZMAN FOR SENATE,5400,2016,Republican
263,Charles Johnson,San Francisco Giants,MLB,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,5400,2016,Republican
264,Charles Johnson,San Francisco Giants,MLB,WALTERS FOR CONGRESS,5400,2016,Republican
265,Charles Johnson,San Francisco Giants,MLB,ALASKANS FOR DAN SULLIVAN,5400,2018,Republican
266,Charles Johnson,San Francisco Giants,MLB,ALEX MOONEY FOR CONGRESS,5400,2018,Republican
267,Charles Johnson,San Francisco Giants,MLB,BOB HUGIN FOR SENATE INC,5400,2018,Republican
268,Charles Johnson,San Francisco Giants,MLB,CRAMER FOR SENATE,5400,2018,Republican
269,Charles Johnson,San Francisco Giants,MLB,FASO FOR CONGRESS,5400,2018,Republican
270,Charles Johnson,San Francisco Giants,MLB,FRIENDS OF MIA LOVE,5400,2018,Republican
271,Charles Johnson,San Francisco Giants,MLB,GREG FOR MONTANA,5400,2018,Republican
272,Charles Johnson,San Francisco Giants,MLB,HELLER FOR SENATE,5400,2018,Republican
273,Charles Johnson,San Francisco Giants,MLB,"HOOSIERS FOR ROKITA, INC.",5400,2018,Republican
274,Charles Johnson,San Francisco Giants,MLB,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican
275,Charles Johnson,San Francisco Giants,MLB,HURD VICTORY FUND,5400,2018,Republican
276,Charles Johnson,San Francisco Giants,MLB,JUDD MATHENY FOR CONGRESS,5400,2018,Republican
277,Charles Johnson,San Francisco Giants,MLB,MARSHA FOR SENATE,5400,2018,Republican
278,Charles Johnson,San Francisco Giants,MLB,MAST FOR CONGRESS,5400,2018,Republican
279,Charles Johnson,San Francisco Giants,MLB,MCSALLY FOR SENATE INC,5400,2018,Republican
280,Charles Johnson,San Francisco Giants,MLB,MORRISEY FOR SENATE INC,5400,2018,Republican
281,Charles Johnson,San Francisco Giants,MLB,PERDUE FOR SENATE,5400,2018,Republican
282,Charles Johnson,San Francisco Giants,MLB,RENACCI FOR US SENATE,5400,2018,Republican
283,Charles Johnson,San Francisco Giants,MLB,SCOTT STURGILL FOR CONGRESS,5400,2018,Republican
284,Charles Johnson,San Francisco Giants,MLB,WALTERS FOR CONGRESS,5400,2018,Republican
285,Charles Johnson,San Francisco Giants,MLB,COLLINS FOR SENATOR,5400,2020,Republican
286,Charles Johnson,San Francisco Giants,MLB,PERDUE VICTORY INC,5200,2020,Republican
287,Charles Johnson,San Francisco Giants,MLB,TRUE NORTH PAC,5000,2016,Republican
288,Charles Johnson,San Francisco Giants,MLB,HISPANIC VICTORY PAC,5000,2018,Republican
289,Charles Johnson,San Francisco Giants,MLB,INVEST IN A STRONG AND SECURE AMERICA,5000,2018,Republican
290,Charles Johnson,San Francisco Giants,MLB,MAKING INVESTMENTS MAJORITY INSURED PAC,5000,2018,Republican
291,Charles Johnson,San Francisco Giants,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),5000,2018,Republican
292,Charles Johnson,San Francisco Giants,MLB,DIRIGO PAC,5000,2020,Republican
293,Charles Johnson,San Francisco Giants,MLB,FRIENDS OF MIA LOVE PAC,5000,2020,Republican
294,Charles Johnson,San Francisco Giants,MLB,NRCC,5000,2020,Republican
295,Charles Johnson,San Francisco Giants,MLB,SEAL PAC SUPPORTING ELECTING AMERICAN LEADERS PAC,5000,2020,Republican
296,Charles Johnson,San Francisco Giants,MLB,SENATE CONSERVATIVES FUND,5000,2020,Republican
297,Charles Johnson,San Francisco Giants,MLB,SPECIAL OPERATIONS FOR AMERICA,5000,2020,"Bipartisan, but mostly Republican"
298,Charles Johnson,San Francisco Giants,MLB,TEAM PORTMAN,4800,2020,Republican
299,Charles Johnson,San Francisco Giants,MLB,ANDREWS FOR CONGRESS,2800,2020,Republican
300,Charles Johnson,San Francisco Giants,MLB,COTTON VICTORY,2800,2020,Republican
301,Charles Johnson,San Francisco Giants,MLB,DUNCAN D. HUNTER FOR CONGRESS,2800,2020,Republican
302,Charles Johnson,San Francisco Giants,MLB,FRIENDS OF MATT GAETZ,2800,2020,Republican
303,Charles Johnson,San Francisco Giants,MLB,HUNT FOR CONGRESS,2800,2020,Republican
304,Charles Johnson,San Francisco Giants,MLB,JOE COLLINS FOR CONGRESS,2800,2020,Republican
305,Charles Johnson,San Francisco Giants,MLB,LIPETRI FOR CONGRESS,2800,2020,Republican
306,Charles Johnson,San Francisco Giants,MLB,LISA SONG SUTTON FOR CONGRESS,2800,2020,Republican
307,Charles Johnson,San Francisco Giants,MLB,NANCY MACE FOR CONGRESS,2800,2020,Republican
308,Charles Johnson,San Francisco Giants,MLB,BLUM FOR CONGRESS,2700,2016,Republican
309,Charles Johnson,San Francisco Giants,MLB,CARLY FOR PRESIDENT,2700,2016,Republican
310,Charles Johnson,San Francisco Giants,MLB,COFFMAN FOR CONGRESS 2016,2700,2016,Republican
311,Charles Johnson,San Francisco Giants,MLB,COMMITTEE TO ELECT DARRYL GLENN,2700,2016,Republican
312,Charles Johnson,San Francisco Giants,MLB,COMSTOCK FOR CONGRESS,2700,2016,Republican
313,Charles Johnson,San Francisco Giants,MLB,CRESENT HARDY FOR CONGRESS,2700,2016,Republican
314,Charles Johnson,San Francisco Giants,MLB,DOLD FOR CONGRESS,2700,2016,Republican
315,Charles Johnson,San Francisco Giants,MLB,ELBERT GUILLORY FOR AMERICA,2700,2016,Republican
316,Charles Johnson,San Francisco Giants,MLB,FASO FOR CONGRESS,2700,2016,Republican
317,Charles Johnson,San Francisco Giants,MLB,FRIENDS OF JOHN MCCAIN INC,2700,2016,Republican
318,Charles Johnson,San Francisco Giants,MLB,HURD FOR CONGRESS,2700,2016,Republican
319,Charles Johnson,San Francisco Giants,MLB,ISSA FOR CONGRESS,2700,2016,Republican
320,Charles Johnson,San Francisco Giants,MLB,"JEB 2016, INC.",2700,2016,Republican
321,Charles Johnson,San Francisco Giants,MLB,JOHN KENNEDY FOR US,2700,2016,Republican
322,Charles Johnson,San Francisco Giants,MLB,KATKO FOR CONGRESS,2700,2016,Republican
323,Charles Johnson,San Francisco Giants,MLB,KIRK FOR SENATE,2700,2016,Republican
324,Charles Johnson,San Francisco Giants,MLB,LINDSEY GRAHAM 2016,2700,2016,Republican
325,Charles Johnson,San Francisco Giants,MLB,MAST VICTORY COMMITTEE,2700,2016,Republican
326,Charles Johnson,San Francisco Giants,MLB,MIKE GALLAGHER FOR WISCONSIN,2700,2016,Republican
327,Charles Johnson,San Francisco Giants,MLB,PATRICK MOONEY FOR CONGRESS,2700,2016,Republican
328,Charles Johnson,San Francisco Giants,MLB,POLIQUIN FOR CONGRESS,2700,2016,Republican
329,Charles Johnson,San Francisco Giants,MLB,VALADAO FOR CONGRESS,2700,2016,Republican
330,Charles Johnson,San Francisco Giants,MLB,"YOUNG FOR IOWA, INC.",2700,2016,Republican
331,Charles Johnson,San Francisco Giants,MLB,ZELDIN FOR CONGRESS,2700,2016,Republican
332,Charles Johnson,San Francisco Giants,MLB,ZINKE FOR CONGRESS,2700,2016,Republican
333,Charles Johnson,San Francisco Giants,MLB,CAMPBELL 4 MARYLAND,2700,2018,Republican
334,Charles Johnson,San Francisco Giants,MLB,CHIP ROY FOR CONGRESS,2700,2018,Republican
335,Charles Johnson,San Francisco Giants,MLB,CLAUDIA TENNEY FOR CONGRESS,2700,2018,Republican
336,Charles Johnson,San Francisco Giants,MLB,FRIENDS OF DAVE BRAT INC.,2700,2018,Republican
337,Charles Johnson,San Francisco Giants,MLB,"HANDEL FOR CONGRESS, INC.",2700,2018,Republican
338,Charles Johnson,San Francisco Giants,MLB,JEFF DOVE FOR CONGRESS,2700,2018,Republican
339,Charles Johnson,San Francisco Giants,MLB,JOHN JAMES FOR SENATE INC,2700,2018,Republican
340,Charles Johnson,San Francisco Giants,MLB,MARK GREEN FOR CONGRESS,2700,2018,Republican
341,Charles Johnson,San Francisco Giants,MLB,MATT ROSENDALE FOR MONTANA,2700,2018,Republican
342,Charles Johnson,San Francisco Giants,MLB,MIKE BRAUN FOR INDIANA,2700,2018,Republican
343,Charles Johnson,San Francisco Giants,MLB,RICK FOR CONGRESS,2700,2018,Republican
344,Charles Johnson,San Francisco Giants,MLB,ROHRABACHER FOR CONGRESS,2700,2018,Republican
345,Charles Johnson,San Francisco Giants,MLB,ROTHFUS VICTORY COMMITTEE,2700,2018,Republican
346,Charles Johnson,San Francisco Giants,MLB,RUSS FULCHER FOR IDAHO,2700,2018,Republican
347,Charles Johnson,San Francisco Giants,MLB,TARKANIAN FOR CONGRESS,2700,2018,Republican
348,Charles Johnson,San Francisco Giants,MLB,TOM CAMPBELL FOR NORTH DAKOTA,2700,2018,Republican
349,Charles Johnson,San Francisco Giants,MLB,WICKER FOR SENATE,2700,2018,Republican
350,Charles Johnson,San Francisco Giants,MLB,JACKIE SPEIER FOR CONGRESS,2700,2018,Democrat
351,Charles Johnson,San Francisco Giants,MLB,BLACK AMERICA'S POLITICAL ACTION COMMITTEE,2500,2020,Republican
352,Charles Johnson,San Francisco Giants,MLB,JACKIE SPEIER FOR CONGRESS,2500,2020,Democrat
353,Charles Johnson,San Francisco Giants,MLB,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),2000,2016,Republican
354,Charles Johnson,San Francisco Giants,MLB,BLACK AMERICANS TO RE-ELECT THE PRESIDENT,1000,2018,Republican
355,Charles Johnson,San Francisco Giants,MLB,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,400,2018,Republican
356,Charles K. Monfort,Colorado Rockies,MLB,COLORADO REPUBLICAN COMMITTEE,5000,2016,Republican
357,Charlie Jacobs,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE",10000,2016,Bipartisan
358,Charlie Jacobs,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE",10000,2018,Bipartisan
359,Charlie Jacobs,Boston Bruins,NHL,JACOBS FOR CONGRESS,5600,2020,Republican
360,Charlie Jacobs,Boston Bruins,NHL,HILLARY VICTORY FUND,5000,2016,Democrat
361,Charlie Jacobs,Boston Bruins,NHL,COMMITTEE TO ELECT DAN KOH,5000,2018,Democrat
362,Charlie Jacobs,Boston Bruins,NHL,KENNEDY FOR MASSACHUSETTS,2800,2020,Democrat
363,Charlie Jacobs,Boston Bruins,NHL,HILLARY FOR AMERICA,2700,2016,Democrat
364,Charlie Jacobs,Boston Bruins,NHL,COLLINS VICTORY FUND,2300,2018,Republican
365,Charlie Jacobs,Boston Bruins,NHL,GILLIBRAND FOR SENATE,2100,2018,Democrat
366,Charlie Jacobs,Boston Bruins,NHL,FRIENDS OF JOHN BOEHNER,2000,2016,Republican
367,Charlie Jacobs,Boston Bruins,NHL,MOULTON FOR CONGRESS,1000,2016,Democrat
368,Charlie Jacobs,Boston Bruins,NHL,TOM REED FOR CONGRESS,500,2016,Republican
369,Charlie Jacobs,Boston Bruins,NHL,JAKE AUCHINCLOSS FOR CONGRESS,500,2020,Democrat
370,Chip Ganassi,Chip Ganassi Racing,NASCAR,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,5000,2016,Republican
371,Chip Ganassi,Chip Ganassi Racing,NASCAR,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,5000,2020,Republican
372,Chip Ganassi,Chip Ganassi Racing,NASCAR,REPUBLICAN NATIONAL COMMITTEE,1300,2020,Republican
373,Chip Ganassi,Chip Ganassi Racing,NASCAR,WINRED,600,2020,Republican
374,Chris Ilitch,"Detroit Tigers, Detroit Red Wings","MLB, NHL",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,5000,2018,Bipartisan
375,Chris Ilitch,"Detroit Tigers, Detroit Red Wings","MLB, NHL",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLIITCAL ACTION COMMITTEE,5000,2020,Bipartisan
376,Christopher Johnson,New York Jets,NFL,FRIENDS OF KELLY AYOTTE INC,2700,2016,Republican
377,Christopher Johnson,New York Jets,NFL,COUNTRY FIRST POLITICAL ACTION COMMITTEE INC. (COUNTRY FIRST PAC),2600,2016,Republican
378,Christopher Johnson,New York Jets,NFL,FRIENDS OF JOHN MCCAIN INC (SEDONA PAC),100,2016,Republican
379,Clark Hunt,Kansas City Chiefs,NFL,KEEP THE SENATE RED 2016,10800,2016,Republican
380,Clark Hunt,Kansas City Chiefs,NFL,TEAM RYAN,10400,2016,Republican
381,Clark Hunt,Kansas City Chiefs,NFL,CORNYN MAJORITY COMMITTEE,5600,2020,Republican
382,Clark Hunt,Kansas City Chiefs,NFL,CORNYN MAJORITY COMMITTEE,5400,2018,Republican
383,Clark Hunt,Kansas City Chiefs,NFL,NRCC,5000,2018,Republican
384,Clark Hunt,Kansas City Chiefs,NFL,LINDSTROM FOR SENATE,2800,2020,Republican
385,Clark Hunt,Kansas City Chiefs,NFL,PORTMAN FOR SENATE COMMITTEE,2700,2016,Republican
386,Clark Hunt,Kansas City Chiefs,NFL,PETE SESSIONS FOR CONGRESS,2700,2018,Republican
387,Clark Hunt,Kansas City Chiefs,NFL,TED CRUZ FOR SENATE,2700,2018,Republican
388,Clark Hunt,Kansas City Chiefs,NFL,MOKAN VICTORY FUND,2500,2016,Republican
389,Clark Hunt,Kansas City Chiefs,NFL,2018 REPUBLICAN CHALLENGERS FUND,2500,2018,Republican
390,Clark Hunt,Kansas City Chiefs,NFL,CITIZENS FOR JOSH MANDEL INC,575,2018,Republican
391,Clayton Bennett,Oklahoma City Thunder,NBA,RIGHT TO RISE USA,12500,2016,Republican
392,Clayton Bennett,Oklahoma City Thunder,NBA,FRIENDS OF JIM INHOFE,5600,2020,Republican
393,Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,5400,2016,Republican
394,Clayton Bennett,Oklahoma City Thunder,NBA,FAMILIES FOR JAMES LANKFORD,5400,2016,Republican
395,Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,5400,2018,Republican
396,Clayton Bennett,Oklahoma City Thunder,NBA,COLE FOR CONGRESS,2800,2020,Republican
397,Clayton Bennett,Oklahoma City Thunder,NBA,"JEB 2016, INC.",2700,2016,Republican
398,Clayton Bennett,Oklahoma City Thunder,NBA,TOM ATKINSON FOR CONGRESS,2700,2016,Republican
399,Clayton Bennett,Oklahoma City Thunder,NBA,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,2600,2016,Republican
400,Clayton Bennett,Oklahoma City Thunder,NBA,LUCAS FOR CONGRESS,1000,2016,Republican
401,Clayton Bennett,Oklahoma City Thunder,NBA,CORY GARDNER FOR SENATE,1000,2020,Republican
402,Clayton Bennett,Oklahoma City Thunder,NBA,CRUMPACKER FOR CONGRESS,1000,2020,Republican
403,Clayton Bennett,Oklahoma City Thunder,NBA,ROGER FOR CONGRESS VICTORY FUND,1000,2020,Republican
404,Clayton Bennett,Oklahoma City Thunder,NBA,WINRED,1000,2020,Republican
405,Craig Leipold,Minnesota Wild,NHL,UNINTIMIDATED PAC INC,50000,2016,Republican
406,Craig Leipold,Minnesota Wild,NHL,RON JOHNSON VICTORY,11200,2020,Republican
407,Craig Leipold,Minnesota Wild,NHL,REPUBLICAN PARTY OF WISCONSIN,10000,2016,Republican
408,Craig Leipold,Minnesota Wild,NHL,DUFFY FOR WISCONSIN,5600,2020,Republican
409,Craig Leipold,Minnesota Wild,NHL,DUFFY VICTORY FUND,5600,2020,Republican
410,Craig Leipold,Minnesota Wild,NHL,"STEIL FOR WISCONSIN, INC.",5600,2020,Republican
411,Craig Leipold,Minnesota Wild,NHL,RON JOHNSON FOR SENATE INC,5400,2016,Republican
412,Craig Leipold,Minnesota Wild,NHL,SCOTT WALKER INC,5400,2016,Republican
413,Craig Leipold,Minnesota Wild,NHL,DUFFY VICTORY FUND,5400,2018,Republican
414,Craig Leipold,Minnesota Wild,NHL,HOUSLEY FOR SENATE COMMITTEE,5400,2018,Republican
415,Craig Leipold,Minnesota Wild,NHL,LEAH FOR SENATE,5400,2018,Republican
416,Craig Leipold,Minnesota Wild,NHL,WINRED,3000,2020,Republican
417,Craig Leipold,Minnesota Wild,NHL,RON JOHNSON FOR SENATE INC,2810,2020,Republican
418,Craig Leipold,Minnesota Wild,NHL,JOHNSON VICTORY COMMITTEE,2700,2016,Republican
419,Craig Leipold,Minnesota Wild,NHL,MIKE GALLAGHER FOR WISCONSIN,2700,2018,Republican
420,Craig Leipold,Minnesota Wild,NHL,"STEIL FOR WISCONSIN, INC.",2700,2018,Republican
421,Craig Leipold,Minnesota Wild,NHL,DUFFY FOR WISCONSIN,2500,2016,Republican
422,Craig Leipold,Minnesota Wild,NHL,REPUBLICAN PARTY OF WISCONSIN,2500,2020,Republican
423,Craig Leipold,Minnesota Wild,NHL,FRIENDS OF STEWART MILLS,1000,2016,Republican
424,Craig Leipold,Minnesota Wild,NHL,GLENN GROTHMAN FOR CONGRESS,1000,2016,Republican
425,Craig Leipold,Minnesota Wild,NHL,MIKE GALLAGHER FOR WISCONSIN,1000,2016,Republican
426,Craig Leipold,Minnesota Wild,NHL,MIKE GALLAGHER FOR WISCONSIN,1000,2020,Republican
427,Craig Leipold,Minnesota Wild,NHL,"TIFFANY FOR WISCONSIN, INC.",1000,2020,Republican
428,Craig Leipold,Minnesota Wild,NHL,VAN ORDEN FOR CONGRESS,1000,2020,Republican
429,D. Cal McNair,Houston Texans,NFL,GRIDIRON-PAC,10000,2016,Bipartisan
430,D. Cal McNair,Houston Texans,NFL,GRIDIRON-PAC,5000,2020,Bipartisan
431,D. Cal McNair,Houston Texans,NFL,PIERCE BUSH FOR CONGRESS,2800,2020,Republican
432,Dan DeVos,Orlando Magic,NBA,CONGRESSIONAL LEADERSHIP FUND,200000,2018,Republican
433,Dan DeVos,Orlando Magic,NBA,"AMERICA FIRST ACTION, INC.",200000,2020,Republican
434,Dan DeVos,Orlando Magic,NBA,BETTER FUTURE MI FUND,200000,2020,Republican
435,Dan DeVos,Orlando Magic,NBA,CONGRESSIONAL LEADERSHIP FUND,200000,2020,Republican
436,Dan DeVos,Orlando Magic,NBA,SENATE LEADERSHIP FUND,200000,2020,Republican
437,Dan DeVos,Orlando Magic,NBA,SENATE LEADERSHIP FUND,150000,2016,Republican
438,Dan DeVos,Orlando Magic,NBA,AMERICAN CROSSROADS,100000,2016,Republican
439,Dan DeVos,Orlando Magic,NBA,SENATE LEADERSHIP FUND,100000,2018,Republican
440,Dan DeVos,Orlando Magic,NBA,NRSC,71000,2020,Republican
441,Dan DeVos,Orlando Magic,NBA,TRUMP VICTORY,70000,2016,Republican
442,Dan DeVos,Orlando Magic,NBA,NRSC,66800,2016,Republican
443,Dan DeVos,Orlando Magic,NBA,TEAM RYAN,57500,2016,Republican
444,Dan DeVos,Orlando Magic,NBA,CONSERVATIVE SOLUTIONS PAC,50000,2016,Republican
445,Dan DeVos,Orlando Magic,NBA,TAKE BACK THE HOUSE 2020,50000,2020,Republican
446,Dan DeVos,Orlando Magic,NBA,DEFEND THE SENATE,39400,2020,Republican
447,Dan DeVos,Orlando Magic,NBA,NRSC,33900,2018,Republican
448,Dan DeVos,Orlando Magic,NBA,NEW REPUBLICAN PAC,33000,2018,Republican
449,Dan DeVos,Orlando Magic,NBA,MICHIGAN REPUBLICAN PARTY,20000,2016,Republican
450,Dan DeVos,Orlando Magic,NBA,MICHIGAN REPUBLICAN PARTY,20000,2018,Republican
451,Dan DeVos,Orlando Magic,NBA,MICHIGAN REPUBLICAN PARTY,20000,2020,Republican
452,Dan DeVos,Orlando Magic,NBA,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",10000,2016,Republican
453,Dan DeVos,Orlando Magic,NBA,ALTICOR POLITICAL ACTION COMMITTEE ALTIPAC,10000,2016,"Bipartisan, but mostly Republican"
454,Dan DeVos,Orlando Magic,NBA,NRCC,10000,2018,Republican
455,Dan DeVos,Orlando Magic,NBA,OUTSIDER PAC,10000,2018,Republican
456,Dan DeVos,Orlando Magic,NBA,ALTICOR POLITICAL ACTION COMMITTEE ALTIPAC,10000,2018,"Bipartisan, but mostly Republican"
457,Dan DeVos,Orlando Magic,NBA,ALTICOR POLITICAL ACTION COMMITTEE ALTIPAC,10000,2020,"Bipartisan, but mostly Republican"
458,Dan DeVos,Orlando Magic,NBA,"BEN SASSE FOR U.S. SENATE, INC.",5600,2020,Republican
459,Dan DeVos,Orlando Magic,NBA,BERGMAN FOR CONGRESS,5600,2020,Republican
460,Dan DeVos,Orlando Magic,NBA,BILL CASSIDY FOR US SENATE,5600,2020,Republican
461,Dan DeVos,Orlando Magic,NBA,"BYRNE FOR SENATE, INC.",5600,2020,Republican
462,Dan DeVos,Orlando Magic,NBA,CAPITO FOR WEST VIRGINIA,5600,2020,Republican
463,Dan DeVos,Orlando Magic,NBA,CINDY HYDE-SMITH FOR US SENATE,5600,2020,Republican
464,Dan DeVos,Orlando Magic,NBA,"DONALD J. TRUMP FOR PRESIDENT, INC.",5600,2020,Republican
465,Dan DeVos,Orlando Magic,NBA,FRIENDS OF PAUL MITCHELL,5600,2020,Republican
466,Dan DeVos,Orlando Magic,NBA,HUIZENGA FOR CONGRESS,5600,2020,Republican
467,Dan DeVos,Orlando Magic,NBA,"JOHN JAMES FOR SENATE, INC.",5600,2020,Republican
468,Dan DeVos,Orlando Magic,NBA,MOOLENAAR FOR CONGRESS,5600,2020,Republican
469,Dan DeVos,Orlando Magic,NBA,PETER MEIJER FOR CONGRESS,5600,2020,Republican
470,Dan DeVos,Orlando Magic,NBA,ROUNDS FOR SENATE,5600,2020,Republican
471,Dan DeVos,Orlando Magic,NBA,"TEAM GRAHAM, INC.",5600,2020,Republican
472,Dan DeVos,Orlando Magic,NBA,UPTON FOR ALL OF US,5600,2020,Republican
473,Dan DeVos,Orlando Magic,NBA,WINRED,5600,2020,Republican
474,Dan DeVos,Orlando Magic,NBA,"BENISHEK FOR CONGRESS, INC.",5400,2016,Republican
475,Dan DeVos,Orlando Magic,NBA,FRIENDS OF DAVE BRAT INC.,5400,2016,Republican
476,Dan DeVos,Orlando Magic,NBA,FRIENDS OF JOE HECK,5400,2016,Republican
477,Dan DeVos,Orlando Magic,NBA,FRIENDS OF PAT TOOMEY,5400,2016,Republican
478,Dan DeVos,Orlando Magic,NBA,"FRIENDS OF TODD YOUNG, INC.",5400,2016,Republican
479,Dan DeVos,Orlando Magic,NBA,JUSTIN AMASH FOR CONGRESS,5400,2016,Republican
480,Dan DeVos,Orlando Magic,NBA,LISA MURKOWSKI FOR US SENATE,5400,2016,Republican
481,Dan DeVos,Orlando Magic,NBA,MARCO RUBIO FOR SENATE 2016,5400,2016,Republican
482,Dan DeVos,Orlando Magic,NBA,MIKE BISHOP FOR CONGRESS,5400,2016,Republican
483,Dan DeVos,Orlando Magic,NBA,RON JOHNSON FOR SENATE INC,5400,2016,Republican
484,Dan DeVos,Orlando Magic,NBA,THE RICHARD BURR COMMITTEE,5400,2016,Republican
485,Dan DeVos,Orlando Magic,NBA,TIM SCOTT FOR SENATE,5400,2016,Republican
486,Dan DeVos,Orlando Magic,NBA,CINDY HYDE-SMITH FOR US SENATE,5400,2018,Republican
487,Dan DeVos,Orlando Magic,NBA,COFFMAN FOR CONGRESS 2018,5400,2018,Republican
488,Dan DeVos,Orlando Magic,NBA,COMSTOCK FOR CONGRESS,5400,2018,Republican
489,Dan DeVos,Orlando Magic,NBA,CRAMER FOR SENATE,5400,2018,Republican
490,Dan DeVos,Orlando Magic,NBA,ELISE FOR CONGRESS,5400,2018,Republican
491,Dan DeVos,Orlando Magic,NBA,FRIENDS OF DAVE BRAT INC.,5400,2018,Republican
492,Dan DeVos,Orlando Magic,NBA,"HANDEL FOR CONGRESS, INC.",5400,2018,Republican
493,Dan DeVos,Orlando Magic,NBA,JOHN JAMES FOR SENATE INC,5400,2018,Republican
494,Dan DeVos,Orlando Magic,NBA,JOSH HAWLEY FOR SENATE,5400,2018,Republican
495,Dan DeVos,Orlando Magic,NBA,LEAH FOR SENATE,5400,2018,Republican
496,Dan DeVos,Orlando Magic,NBA,MAST FOR CONGRESS,5400,2018,Republican
497,Dan DeVos,Orlando Magic,NBA,MATT ROSENDALE FOR MONTANA,5400,2018,Republican
498,Dan DeVos,Orlando Magic,NBA,MCSALLY FOR SENATE INC,5400,2018,Republican
499,Dan DeVos,Orlando Magic,NBA,MIKE BISHOP FOR CONGRESS,5400,2018,Republican
500,Dan DeVos,Orlando Magic,NBA,MIKE BRAUN FOR INDIANA,5400,2018,Republican
501,Dan DeVos,Orlando Magic,NBA,MIMI WALTERS VICTORY FUND,5400,2018,Republican
502,Dan DeVos,Orlando Magic,NBA,RICK SCOTT FOR FLORIDA,5400,2018,Republican
503,Dan DeVos,Orlando Magic,NBA,STRANGE FOR SENATE,5400,2018,Republican
504,Dan DeVos,Orlando Magic,NBA,UPTON FOR ALL OF US,5400,2018,Republican
505,Dan DeVos,Orlando Magic,NBA,UPPER HAND FUND,5000,2016,Republican
